Category,TypeProduct_Desc,STYLE,Retail_SubClass_Desc,Style_Estimated_Cost,Gender_Desc,Country_Cd,eaFabricCost,eaCMCost,eaTrimCost,eaArtCost,eaWashCost,eaOtherCost,eaFOB,LandingCosts,All.empty,Selling Season,Yesr,Month,Made Year,Minimum Wage (USD)
_APPAREL,KNIT,Swim,1-Piece,105.504,Boy,CN,33.6,36.12,4.83,6.3,0,0,84,21.504,No,Summer,2017,10,2016,301.86709
_APPAREL,KNIT,Swim,Swim,87.276,Girl,CN,33.18,36.12,0,0,0,0,87.276,17.5014,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Tops,Woven Top,120.8676,Boy,ID,40.32,36.12,11.55,2.1,2.1,2.73,94.92,25.9476,No,Summer,2017,10,2016,238.7
_APPAREL,KNIT,Swim,2-Piece,109.8594,Girl,CN,34.65,36.33,0,7.35,0,0,81.48,28.3794,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Dress,105.1932,Girl,VN,35.28,36.33,13.44,0,3.15,0,105.1932,18.1524,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Tops,Woven Top,129.8577,Boy,ID,47.67,36.33,11.97,2.1,2.1,1.89,102.06,27.7977,No,Summer,2017,10,2016,238.7
_APPAREL,KNIT,Onepieces,Set,109.7292,Girl,TH,29.4,36.54,3.99,13.86,2.1,6.51,109.7292,17.3355,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Tops,Woven Top,121.1322,Boy,ID,39.9,36.54,11.55,2.1,2.1,2.94,95.13,26.0022,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Bottoms,Woven Pant,184.695,Boy,VN,64.26,36.75,15.54,26.25,2.1,2.1,147,37.695,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Dresses,Dress,117.5412,Girl,VN,52.29,36.75,7.56,0,2.1,0,98.7,18.8412,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Dresses,Dress,133.4676,Girl,VN,54.18,36.75,18.27,2.1,0,2.1,113.4,20.0676,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Basic Skirts/Skorts,99.078,Girl,VN,33.6,36.75,11.55,0,0,2.1,84,15.078,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Basic Woven Short,102.2091,Girl,VN,32.13,36.75,11.97,0,0,0,80.85,21.3591,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Shorts,103.4229,Girl,VN,33.39,36.75,12.18,0,0,0,82.32,21.1029,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Shorts,105.504,Girl,VN,28.35,36.75,18.9,0,0,0,84,21.504,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Short,114.597,None,VN,27.51,36.75,22.05,0.63,2.1,2.31,91.35,23.247,No,Summer,2016,10,2015,100.85865
_APPAREL,KNIT,Tops,Knit Top,181.8453,None,VN,81.06,36.75,13.65,3.15,3.78,7.14,145.53,36.3153,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Overall/Shortall,Woven,109.599,Girl,LK,38.85,36.75,7.35,0,2.1,2.1,87.15,22.449,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Overall/Shortall,Woven,101.2662,Girl,LK,32.13,36.75,7.35,0,2.1,2.1,80.43,20.8362,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Dresses,Woven,102.543,Girl,ID,42.84,36.75,3.15,0,2.1,2.1,86.94,15.603,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Onepiece,Knit,104.0676,Girl,VN,35.49,36.75,8.4,0,2.1,0,82.74,21.3276,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Dresses,Dress,109.3911,Girl,VN,40.95,36.75,10.92,0,3.15,0,109.3911,18.039,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Dresses,Dress,116.3064,Girl,VN,49.35,36.75,9.45,0,2.1,0,116.3064,17.8521,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,101.9466,Girl,VN,30.24,36.75,10.5,0,3.15,0,101.9466,17.2158,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Woven Pant,104.5632,Girl,VN,30.45,36.75,12.6,0.84,2.1,0,104.5632,17.1192,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Dresses,Dress,116.3064,Girl,VN,49.35,36.75,9.45,0,2.1,0,116.3064,17.6715,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Woven Pant,84.7245,Girl,VN,22.05,36.75,3.15,3.15,2.1,0,84.7245,18.1692,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Onepieces,Set,102.3393,Girl,ID,32.55,36.75,6.3,6.3,2.1,2.1,102.3393,17.5812,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Bottoms,Basic Skirts/Skorts,94.1976,Girl,VN,31.5,36.75,11.55,0,0,0,94.1976,17.8542,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Basic Woven Short,112.1526,Girl,VN,40.11,36.75,11.97,0,0,0,112.1526,14.3829,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,109.3974,Boy,VN,26.46,36.75,18.06,0.63,2.1,3.15,87.15,22.2474,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,122.4636,Boy,VN,45.36,36.75,18.06,0.63,2.1,6.3,109.2,13.2636,No,Summer,2017,10,2016,107.5176
_APPAREL,KNIT,Tops,Knit Top,144.627,Boy,VN,57.75,36.75,8.82,4.2,3.15,4.83,115.5,29.127,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,109.4394,Boy,VN,26.46,36.75,18.06,0.63,2.1,3.15,87.15,22.2894,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Tops,Woven Top,116.1069,Boy,ID,38.01,36.75,11.55,2.1,0,2.73,91.14,24.9669,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,118.2237,Boy,ID,37.59,36.75,11.55,2.1,2.1,2.73,92.82,25.4037,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,124.3053,Boy,ID,42,36.75,11.55,2.1,2.1,3.15,97.65,26.6553,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,167.1432,Boy,ID,60.48,36.75,27.3,2.1,0,5.04,131.67,35.4732,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,143.0793,Boy,ID,41.79,36.75,27.3,2.1,0,4.62,112.56,30.5193,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,125.0991,Boy,ID,34.23,36.75,17.22,2.1,5.88,2.1,98.28,26.8191,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Bottoms,Short,113.2971,Boy,VN,29.61,36.75,18.06,0.63,2.1,3.15,90.3,22.9971,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,110.6973,Boy,VN,27.51,36.75,18.06,0.63,2.1,3.15,88.2,22.4973,No,Summer,2017,10,2016,107.5176
_APPAREL,KNIT,Dresses,Knit,104.9874,Girl,ID,45.36,36.96,2.31,0,2.1,0,86.73,18.2574,No,Summer,2016,10,2015,194.4
ACCESSORIES,HATS,Accessories,Hat,84.3003,Boy,CN,14.91,36.96,9.66,5.88,0,5.25,72.66,11.6403,No,Summer,2017,10,2016,301.86709
ACCESSORIES,HATS,Accessories,Hat,89.88,Boy,CN,19.53,36.96,9.66,6.3,0,5.04,77.49,12.39,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Overall/Shortall,Fashion,98.4018,Girl,LK,29.4,37.17,7.35,0,2.1,2.1,78.12,20.2818,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Dresses,Dress,111.468,Girl,VN,44.73,37.17,9.45,0,3.15,0,111.468,17.9823,No,Summer,2017,10,2016,107.5176
ACCESSORIES,HATS,Accessories,Hat,84.3003,Boy,CN,11.55,37.17,9.66,6.3,0,7.98,72.66,11.6403,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Outerwear,Vest,146.601,Girl,BD,52.92,37.38,22.89,0,7.35,4.41,124.95,21.651,No,Summer,2017,10,2016,67.84
_APPAREL,WOVEN,Sets,Fashion,104.8362,Girl,BD,29.4,37.38,11.76,0,5.25,2.31,86.1,18.7362,No,Summer,2017,10,2016,67.84
_APPAREL,WOVEN,Tops,Woven Top,130.3869,Boy,ID,46.2,37.38,11.97,2.1,0,4.83,102.48,27.9069,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,117.6945,Boy,ID,37.59,37.38,11.97,2.1,0,3.36,92.4,25.2945,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,112.9338,Boy,ID,32.76,37.38,11.97,2.1,2.1,2.31,88.62,24.3138,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,116.1069,Boy,ID,36.54,37.38,11.97,2.1,0,3.15,91.14,24.9669,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,121.6614,Boy,ID,39.48,37.38,11.97,2.1,2.1,2.52,95.55,26.1114,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,119.28,Boy,ID,38.85,37.38,11.97,2.1,0,3.36,93.66,25.62,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,115.0506,Boy,ID,35.49,37.38,11.97,2.1,0,3.36,90.3,24.7506,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,119.0154,Boy,ID,36.96,37.38,11.97,2.1,2.1,2.94,93.45,25.5654,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,115.3152,Boy,ID,35.49,37.38,11.97,2.1,0,3.57,90.51,24.8052,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Tops,Woven Top,153.9825,Boy,ID,52.5,37.38,11.97,30.45,2.1,3.36,137.76,16.2225,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,205.3128,Girl,BD,92.4,37.8,7.35,27.3,3.15,2.1,170.1,35.2128,No,Summer,2016,10,2015,67.84
_APPAREL,KNIT,Swim,Swim,85.974,Girl,CN,26.67,37.8,1.68,0,0,2.1,68.25,17.724,No,Summer,2016,10,2015,319.725
_APPAREL,WOVEN,Onepieces,Set,136.6596,Boy,ID,55.65,37.8,6.3,9.45,5.25,2.1,116.55,20.1096,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Dresses,Dress,141.9117,Girl,VN,55.02,37.8,11.55,0,2.1,1.47,113.82,28.0917,No,Summer,2016,10,2015,100.85865
_APPAREL,KNIT,Tops,Active Top,151.1916,Boy,KH,71.4,37.8,16.8,0,0,5.25,131.25,19.9416,No,Summer,2016,10,2015,
_APPAREL,WOVEN,Bottoms,Woven Pant,107.6082,Girl,VN,31.92,37.8,7.98,0,0,0,77.7,29.9082,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,95.0103,Girl,ID,28.35,37.8,10.5,0,0,2.1,78.75,16.2603,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Overall,213.0492,Girl,ID,118.23,37.8,12.6,0,0,2.1,170.73,42.3192,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Dresses,Dress,182.028,Girl,ID,97.65,37.8,12.18,0,2.1,1.47,151.2,30.828,No,Summer,2016,10,2015,194.4
ACCESSORIES,SHOES,Shoes,Boot,151.0866,Girl,CN,78.54,37.8,4.2,6.3,0,1.89,128.73,22.3566,No,Summer,2016,10,2015,319.725
_APPAREL,WOVEN,Jumpers,Woven,103.6266,Girl,VN,35.49,37.8,12.6,0,2.1,0,87.99,15.6366,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Dresses,Woven,124.7862,Girl,ID,55.65,37.8,6.3,0,4.2,2.1,106.05,18.7362,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Shorts,113.3076,Girl,VN,44.1,37.8,8.4,0,0,0,90.3,23.0076,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Shorts,102.9042,Girl,VN,30.87,37.8,13.23,0,0,0,81.9,21.0042,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Short,119.7987,Boy,VN,30.66,37.8,22.05,0.63,2.1,2.31,95.55,24.2487,No,Summer,2016,10,2015,100.85865
_APPAREL,KNIT,Rompers,Rompers,184.0944,Girl,ID,63.42,37.8,10.71,13.86,0,29.61,155.4,28.6944,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Shorts,108.1059,Girl,VN,35.7,37.8,10.5,0,0,2.1,86.1,22.0059,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Shorts,105.504,Girl,VN,35.7,37.8,10.5,0,0,0,84,21.504,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Short,152.3697,None,VN,27.93,37.8,21.42,27.3,2.1,5.25,121.8,30.5697,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Short,119.7987,None,VN,30.66,37.8,22.05,0.63,2.1,2.31,95.55,24.2487,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,136.7331,Boy,ID,51.03,37.8,14.28,0.63,0,3.78,107.52,29.2131,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Short,119.847,Boy,VN,30.66,37.8,22.05,0.63,2.1,2.31,95.55,24.297,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,126.1554,Boy,ID,38.85,37.8,17.22,2.1,0,3.15,99.12,27.0354,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Woven Bottom,126.3507,Boy,VN,35.07,37.8,22.05,0.63,2.1,3.15,100.8,25.5507,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Shorts,106.0164,Girl,VN,35.49,37.8,9.03,0,0,2.1,84.42,21.5964,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Overall/Shortall,Woven,118.1292,Girl,ID,52.29,37.8,4.2,0,3.15,3.15,100.59,17.5392,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Overall/Shortall,Fashion,94.0464,Girl,ID,22.26,37.8,8.4,0,4.2,2.1,74.76,19.2864,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Sets,Fashion,102.3162,Girl,BD,26.04,37.8,11.97,0,5.25,2.94,84,18.3162,No,Summer,2017,10,2016,67.84
_APPAREL,KNIT,Overall/Shortall,Fashion,93.2568,Girl,KH,25.2,37.8,10.5,0,1.05,0,74.55,18.7068,No,Summer,2017,10,2016,
ACCESSORIES,BAGS,Bags,Backpack,145.9584,Boy,CN,33.6,37.8,30.45,0,0,13.65,115.29,30.6684,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Sets,Knit,109.2672,Boy,CN,37.38,37.8,8.4,6.3,2.1,1.05,93.03,16.2372,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Woven,94.6806,Girl,ID,31.71,37.8,2.1,0,2.1,4.2,77.91,16.7706,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Onepiece,Woven,104.8026,Girl,ID,38.85,37.8,6.3,0,2.1,3.15,88.2,16.6026,No,Summer,2017,10,2016,238.7
ACCESSORIES,HATS,Hats,Woven,89.88,Girl,CN,22.26,37.8,11.55,0,2.1,3.78,77.49,12.39,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Woven,123.7782,Girl,LK,36.75,37.8,6.3,18.9,2.1,2.1,103.95,19.8282,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Dresses,Woven,124.7862,Girl,ID,39.9,37.8,4.2,15.75,4.2,4.2,106.05,18.7362,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Woven,102.7236,Girl,VN,37.8,37.8,8.4,0,2.1,0,86.1,16.6236,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Dresses,Woven,115.2522,Girl,ID,38.01,37.8,17.85,0,2.1,2.1,97.86,17.3922,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Jumpers,Woven,98.5068,Girl,VN,31.08,37.8,12.6,0,2.1,0,83.58,14.9268,No,Summer,2017,10,2016,107.5176
_APPAREL,KNIT,Tops,Active Top,140.4459,Boy,VN,43.89,37.8,21,0,4.2,5.25,140.4459,16.737,No,Summer,2017,10,2016,107.5176
_APPAREL,KNIT,Tops,Active Top,157.0716,Boy,CN,57.12,37.8,16.8,14.7,2.1,0,157.0716,16.233,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Dress,119.7756,Girl,ID,56.49,37.8,3.15,0,2.1,2.1,119.7756,18.0012,No,Summer,2017,10,2016,238.7
_APPAREL,KNIT,Dresses,Dress,110.2542,Girl,KH,43.05,37.8,7.35,0,1.05,3.36,110.2542,17.8437,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Tops,Woven Top,106.9131,Girl,ID,44.73,37.8,2.1,0,4.2,2.1,106.9131,17.43,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Onepieces,Set,102.3393,Girl,ID,38.85,37.8,5.25,0,2.1,2.1,102.3393,17.5812,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,144.3036,Girl,ID,63,37.8,11.34,0,2.1,1.05,144.3036,17.3859,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,104.8488,Girl,VN,31.92,37.8,10.5,0,3.15,0,104.8488,17.9991,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Onepieces,Set,98.8911,Girl,ID,36.33,37.8,4.2,0,3.15,1.68,98.8911,17.6967,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,124.6182,Girl,ID,47.88,37.8,14.91,0,3.15,1.89,124.6182,16.8378,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,116.3799,Girl,ID,38.22,37.8,3.78,13.65,2.1,2.52,116.3799,17.1129,No,Summer,2017,10,2016,238.7
ACCESSORIES,HATS,Accessories,Hat,78.4518,Uni,CN,5.25,37.8,3.15,13.65,2.1,5.25,78.4518,16.3695,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Dress,107.0076,Girl,ID,42,37.8,3.15,0,3.15,2.1,107.0076,17.4258,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,152.292,Girl,ID,53.55,37.8,3.36,26.25,2.1,2.94,152.292,15.9138,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Onepieces,Set,113.6709,Girl,ID,33.6,37.8,3.78,15.75,2.1,2.73,113.6709,17.2032,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Onepieces,Set,102.8328,Girl,ID,32.13,37.8,3.15,2.1,4.2,2.1,102.8328,17.5665,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Bottoms,Short,144.5052,Boy,VN,26.46,37.8,18.06,30.03,2.1,1.05,115.5,29.0052,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,115.899,Boy,VN,30.66,37.8,18.06,0.63,2.1,3.15,92.4,23.499,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,148.407,Boy,VN,27.51,37.8,18.06,30.03,2.1,3.15,118.65,29.757,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,147.105,Boy,VN,26.46,37.8,47.46,0.63,2.1,3.15,117.6,29.505,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,149.2218,Boy,VN,45.36,37.8,18.06,30.03,2.1,0,133.35,15.8718,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Short,149.2218,Boy,VN,42.21,37.8,47.46,0.63,2.1,3.15,133.35,15.8718,No,Summer,2017,10,2016,107.5176
_APPAREL,KNIT,Tops,Knit Top,162.6492,Boy,TH,65.73,37.8,6.72,12.6,2.1,5.25,130.2,32.4492,No,Summer,2017,10,2016,
ACCESSORIES,HATS,Accessories,Hat,97.398,Boy,CN,23.94,37.8,5.25,6.3,0,10.71,84,13.398,No,Summer,2017,10,2016,301.86709
ACCESSORIES,HATS,Accessories,Hat,86.2407,Girl,CN,23.94,37.8,5.25,0,0,7.35,74.34,11.9007,No,Summer,2017,10,2016,301.86709
ACCESSORIES,HATS,Accessories,Hat,80.9046,Boy,CN,20.79,37.8,5.25,0,0,5.88,69.72,11.1846,No,Summer,2017,10,2016,301.86709
ACCESSORIES,HATS,Accessories,Hat,89.6364,Boy,CN,18.48,37.8,5.25,6.3,0,9.45,77.28,12.3564,No,Summer,2017,10,2016,301.86709
ACCESSORIES,HATS,Accessories,Hat,83.0886,Boy,CN,19.11,37.8,7.35,0,0,7.35,71.61,11.4786,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Woven,98.1183,Girl,CN,37.8,38.01,0,1.68,2.1,1.26,80.85,17.2683,No,Summer,2016,10,2015,319.725
_APPAREL,KNIT,Swim,2-Piece,136.584,Girl,CN,46.41,38.01,1.68,10.5,0,0,96.6,39.984,No,Summer,2017,10,2016,301.86709
_APPAREL,WOVEN,Dresses,Woven,88.9308,Girl,CN,30.03,38.43,2.73,0,2.1,1.26,74.55,14.3808,No,Summer,2016,10,2015,319.725
_APPAREL,WOVEN,Dresses,Woven,102.2658,Girl,CN,40.95,38.43,3.15,0,2.1,1.26,85.89,16.3758,No,Summer,2016,10,2015,319.725
_APPAREL,WOVEN,Bottoms,Woven Bottom,150.0261,None,VN,44.94,38.43,30.66,0.63,2.1,3.15,119.91,30.1161,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Pant,119.7714,Boy,BD,25.41,38.64,10.29,22.68,2.1,1.68,119.7714,16.9995,No,Summer,2017,10,2016,67.84
_APPAREL,WOVEN,Bottoms,Overall,106.1823,Girl,ID,42,38.85,5.25,0,2.1,2.1,90.3,15.8823,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Pants,Woven,140.6727,Girl,VN,47.46,38.85,21.84,0,2.1,1.47,111.72,28.9527,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,135.177,Boy,ID,49.35,38.85,14.7,0.63,0,2.94,106.47,28.707,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Short,116.1804,Boy,VN,37.59,38.85,22.05,0.63,2.1,2.31,103.53,12.6504,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,133.56,Boy,ID,47.04,38.85,14.28,0.63,0,4.2,105,28.56,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Short,121.7664,Boy,VN,44.73,38.85,22.05,0.63,0,2.31,108.57,13.1964,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Bottoms,Short,115.899,Boy,VN,25.41,38.85,22.05,0.63,3.15,2.31,92.4,23.499,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,126.42,None,ID,43.05,38.85,14.28,0.63,0,2.52,99.33,27.09,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Tops,Woven Top,131.1807,None,ID,44.31,38.85,14.7,0.63,0,4.62,103.11,28.0707,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Tops,Woven Top,127.743,None,ID,43.05,38.85,14.28,0.63,0,3.57,100.38,27.363,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Tops,Woven Top,131.7099,None,ID,44.52,38.85,14.7,0.63,0,4.83,103.53,28.1799,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Short,119.2065,None,VN,40.32,38.85,22.05,0.63,2.1,2.31,106.26,12.9465,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,126.1554,None,ID,43.05,38.85,14.28,0.63,0,2.31,99.12,27.0354,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Short,115.9452,None,VN,25.41,38.85,22.05,0.63,2.1,3.36,92.4,23.5452,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,135.4101,None,ID,49.56,38.85,14.7,0.63,0,2.73,106.47,28.9401,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Bottoms,Short,114.597,None,VN,25.41,38.85,22.05,0.63,2.1,2.31,91.35,23.247,No,Summer,2016,10,2015,100.85865
_APPAREL,WOVEN,Tops,Woven Top,130.6515,Boy,ID,46.83,38.85,14.28,0.63,0,2.1,102.69,27.9615,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Tops,Woven Top,144.1377,Boy,ID,44.31,38.85,14.28,2.1,0,13.86,113.4,30.7377,No,Summer,2016,10,2015,194.4
_APPAREL,WOVEN,Sets,Woven,96.1821,Girl,ID,30.45,38.85,6.3,0,2.1,3.15,80.85,15.3321,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Bottoms,Overall,104.391,Girl,LK,32.97,38.85,5.88,0,2.1,3.15,104.391,17.514,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Onepieces,Set,119.5824,Girl,ID,37.8,38.85,7.35,0,2.1,14.7,119.5824,17.0058,No,Summer,2017,10,2016,238.7
_APPAREL,WOVEN,Dresses,Dress,126.8673,Girl,VN,48.51,38.85,18.27,2.1,0,0,126.8673,15.9138,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Dresses,Dress,126.8673,Girl,VN,48.51,38.85,18.27,2.1,0,0,126.8673,17.1486,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Woven Bottom,152.3676,Boy,VN,51.45,38.85,20.37,0.63,2.1,8.4,121.8,30.5676,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Woven Bottom,157.5714,Boy,VN,36.96,38.85,18.06,30.03,2.1,0,126,31.5714,No,Summer,2017,10,2016,107.5176
_APPAREL,WOVEN,Bottoms,Woven Bottom,125.0508,Boy,VN,36.96,38.85,18.06,0.63,2.1,3.15,99.75,25.3008,No,Summer,2017,10,2016,107.5176
_APPAREL,KNIT,Tops,Cardigan,116.1951,Boy,CN,50.82,38.85,1.68,0,2.1,0,93.45,22.7451,No,Summer,2017,10,2016,301.86709
_APPAREL,SWEATER,Sweaters,Card,100.7097,Girl,ID,28.35,39.06,10.92,0,0,0,80.85,19.8597,No,Summer,2017,10,2016,238.7
ACCESSORIES,BELTS,Accessories,Belt,105.5775,Boy,TW,0,39.06,27.93,1.68,0,25.83,94.5,11.0775,No,Summer,2017,10,2016,
_APPAREL,WOVEN,Bottoms,Shorts/Diaper Cover,108.7233,Girl,BD,25.2,39.48,12.18,0,3.15,6.51,86.52,22.2033,No,Summer,2016,10,2015,67.84
ACCESSORIES,HATS,Hats,Woven,86.2596,Girl,CN,16.17,39.69,13.02,0,0,0,74.55,11.7096,No,Summer,2017,10,2016,301.86709
ACCESSORIES,HATS,Accessories,Hat,97.398,Girl,CN,20.79,39.69,19.11,0,0,4.41,84,13.398,No,Summer,2017,10,2016,301.86709
